,Age,Attrition,DistanceFromHome,Education,EmployeeID,EmployeeCount,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
2087,44,0,3,4,2088,1,0,2,25640,1.0,12,3,20.0,3,20,13,17,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2088,20,0,18,4,2089,1,0,1,84120,1.0,13,0,2.0,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2089,46,0,9,1,2090,1,1,1,141180,2.0,22,0,12.0,3,6,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2090,42,0,5,4,2091,1,0,5,170460,7.0,11,0,10.0,3,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2091,60,0,2,2,2092,1,0,2,25640,0.0,14,1,12.0,3,11,1,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2092,32,0,10,3,2093,1,1,1,102660,1.0,11,0,2.0,3,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2093,32,0,9,3,2094,1,1,2,50700,4.0,12,1,10.0,6,8,0,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2094,36,0,3,2,2095,1,0,4,178610,2.0,18,0,17.0,2,7,7,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2095,33,0,26,2,2096,1,0,1,42300,0.0,12,0,15.0,0,14,4,10,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2096,40,0,1,3,2097,1,1,2,37800,7.0,12,0,7.0,2,5,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2097,25,0,6,2,2098,1,1,1,27680,0.0,22,1,5.0,0,4,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2098,30,0,9,3,2099,1,1,1,90710,0.0,19,1,12.0,2,11,5,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2099,42,0,8,2,2100,1,0,1,106480,3.0,13,1,20.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2100,35,0,1,1,2101,1,0,2,136100,4.0,22,2,16.0,4,13,4,12,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2101,27,0,7,3,2102,1,0,3,34080,1.0,24,0,9.0,2,9,6,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2102,54,0,9,2,2103,1,0,2,29830,7.0,14,1,33.0,2,5,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2103,44,0,4,4,2104,1,0,5,76320,1.0,21,0,10.0,3,10,7,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2104,19,1,2,2,2105,1,0,3,98240,1.0,18,0,1.0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2105,29,0,19,4,2106,1,0,1,99500,1.0,20,0,3.0,3,3,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2106,54,0,9,4,2107,1,0,2,20930,3.0,19,0,36.0,2,10,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2107,31,0,21,3,2108,1,0,2,99800,1.0,12,0,6.0,1,6,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2108,31,0,24,1,2109,1,1,1,38940,1.0,12,0,10.0,3,10,1,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2109,59,0,3,4,2110,1,0,1,40510,5.0,16,3,13.0,3,6,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2110,43,0,11,2,2111,1,0,3,168350,3.0,17,1,25.0,3,8,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2111,49,0,14,4,2112,1,0,2,62300,2.0,14,0,23.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2112,36,0,5,2,2113,1,1,1,47170,1.0,19,1,12.0,3,11,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2113,48,0,1,4,2114,1,1,2,132370,5.0,13,1,7.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2114,27,0,6,4,2115,1,0,2,37550,1.0,19,0,5.0,2,5,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2115,29,0,17,4,2116,1,0,1,65820,1.0,19,1,6.0,3,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2116,48,0,1,1,2117,1,0,2,74060,6.0,14,2,25.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2117,29,0,3,3,2118,1,1,2,48050,3.0,16,1,9.0,2,7,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2118,34,0,9,4,2119,1,1,2,27410,0.0,15,1,2.0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2119,44,0,4,3,2120,1,1,1,42620,7.0,18,0,26.0,2,22,3,10,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2120,33,0,8,2,2121,1,1,2,161840,0.0,13,1,10.0,2,9,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2121,19,0,2,4,2122,1,0,3,115570,1.0,22,0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2122,23,0,2,3,2123,1,0,3,18780,1.0,13,1,1.0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2123,25,1,1,1,2124,1,0,1,109320,1.0,11,1,1.0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2124,26,0,9,3,2125,1,0,2,68110,1.0,11,1,8.0,4,8,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2125,45,1,12,3,2126,1,0,2,43060,2.0,11,2,26.0,3,24,1,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2126,55,0,27,3,2127,1,1,2,48590,1.0,24,1,34.0,3,33,15,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2127,21,1,20,2,2128,1,1,4,53370,1.0,14,1,2.0,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2128,46,0,1,4,2129,1,0,1,23400,2.0,13,1,26.0,2,11,0,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2129,34,0,13,4,2130,1,0,3,74910,0.0,14,1,4.0,3,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2130,51,0,14,3,2131,1,0,2,105270,4.0,14,0,31.0,3,29,11,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2131,59,0,4,2,2132,1,0,2,165950,6.0,21,1,25.0,2,9,5,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2132,34,0,14,4,2133,1,1,3,88340,4.0,13,1,15.0,1,11,5,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2133,28,0,2,3,2134,1,1,1,55770,0.0,19,0,5.0,3,4,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2134,44,0,3,4,2135,1,0,2,47070,1.0,17,0,26.0,4,25,14,13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2135,34,0,1,3,2136,1,0,2,24000,4.0,18,1,14.0,3,10,1,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2136,35,0,9,3,2137,1,0,4,98240,0.0,19,0,4.0,2,3,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2137,42,0,23,4,2138,1,1,1,64470,6.0,13,0,18.0,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2138,43,0,7,2,2139,1,1,1,195020,3.0,18,2,23.0,3,21,15,17,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2139,36,0,2,4,2140,1,0,1,27250,9.0,21,1,18.0,4,16,5,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2140,44,1,21,4,2141,1,1,2,62720,1.0,19,1,10.0,3,10,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2141,28,0,2,3,2142,1,1,2,21270,1.0,14,0,2.0,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2142,51,0,21,4,2143,1,0,2,182000,0.0,17,0,8.0,3,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2143,30,0,2,4,2144,1,0,1,20960,7.0,11,3,10.0,2,8,1,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2144,29,1,29,4,2145,1,1,1,28860,3.0,13,0,10.0,4,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2145,28,0,1,4,2146,1,1,2,20330,2.0,15,1,5.0,5,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2146,25,0,18,2,2147,1,0,1,36220,1.0,25,0,2.0,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2147,32,0,10,4,2148,1,1,1,42330,1.0,11,0,10.0,5,10,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2148,45,0,19,3,2149,1,0,3,36810,3.0,17,1,22.0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2149,39,0,29,1,2150,1,1,1,54600,6.0,13,2,21.0,3,19,15,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2150,58,0,27,3,2151,1,0,2,21870,1.0,18,1,2.0,1,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2151,32,1,5,3,2152,1,1,1,96020,1.0,13,1,10.0,3,10,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2152,39,1,18,2,2153,1,0,2,28360,0.0,20,0,6.0,3,5,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2153,30,0,9,1,2154,1,0,4,40890,0.0,18,0,10.0,2,9,6,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2154,36,0,1,3,2155,1,0,2,166270,3.0,12,0,10.0,5,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2155,46,0,4,3,2156,1,0,1,26190,6.0,12,1,10.0,3,7,5,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2156,28,0,1,3,2157,1,0,5,56790,0.0,13,0,10.0,2,9,7,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2157,50,0,20,2,2158,1,1,5,154020,4.0,21,0,25.0,3,3,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2158,40,1,8,1,2159,1,0,1,59850,2.0,13,3,9.0,1,5,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2159,52,1,3,2,2160,1,0,3,25790,9.0,19,1,10.0,1,8,7,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2160,30,0,6,4,2161,1,1,1,30410,1.0,11,1,9.0,2,9,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2161,39,0,26,1,2162,1,0,2,34470,0.0,14,0,9.0,5,8,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2162,31,0,1,2,2163,1,0,1,195130,1.0,12,1,10.0,1,10,9,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2163,41,0,6,3,2164,1,1,1,27730,1.0,11,0,19.0,3,19,11,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2164,31,1,3,1,2165,1,0,1,71040,1.0,14,1,3.0,3,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2165,44,1,5,3,2166,1,0,1,63220,4.0,11,1,10.0,2,3,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2166,42,0,4,3,2167,1,0,2,20830,0.0,12,2,21.0,3,20,2,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2167,55,0,11,3,2168,1,0,2,83810,4.0,15,1,23.0,3,19,9,11,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2168,56,0,3,2,2169,1,1,3,26910,6.0,16,1,36.0,6,7,7,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2169,40,0,1,1,2170,1,0,1,42860,9.0,15,0,6.0,6,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2170,34,0,3,2,2171,1,0,2,26590,0.0,24,3,10.0,2,9,1,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2171,40,0,4,3,2172,1,0,2,94340,1.0,13,1,9.0,3,9,8,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2172,41,0,1,4,2173,1,1,2,55610,0.0,11,0,10.0,2,9,1,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2173,35,0,1,2,2174,1,0,2,66460,1.0,13,1,9.0,2,9,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2174,51,0,18,2,2175,1,0,4,77250,1.0,13,1,33.0,2,33,0,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2175,38,0,2,4,2176,1,1,1,107250,3.0,18,0,11.0,5,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2176,34,0,4,3,2177,1,0,2,88470,1.0,16,0,10.0,3,10,9,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2177,25,0,6,2,2178,1,1,4,20450,3.0,19,0,7.0,3,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2178,58,1,1,4,2179,1,0,2,10090,7.0,13,2,31.0,3,10,5,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2179,40,0,14,4,2180,1,1,1,33480,3.0,22,0,7.0,2,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2180,36,0,16,2,2181,1,0,1,12810,2.0,11,0,17.0,2,15,6,13,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2181,48,0,2,1,2182,1,0,2,28190,1.0,20,0,11.0,2,10,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2182,27,0,2,3,2183,1,1,2,48510,8.0,18,0,5.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2183,51,0,4,1,2184,1,1,3,40280,3.0,14,0,29.0,3,5,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2184,18,0,1,4,2185,1,0,2,27200,1.0,22,1,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2185,35,0,1,4,2186,1,1,2,81200,0.0,13,0,10.0,2,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2186,27,0,26,4,2187,1,1,1,46470,3.0,17,0,8.0,3,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2187,55,1,19,3,2188,1,0,1,46800,6.0,14,3,24.0,0,19,3,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2188,56,0,24,4,2189,1,0,2,32210,4.0,15,2,33.0,2,19,15,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2189,34,0,1,2,2190,1,0,2,86210,1.0,17,1,5.0,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2190,40,0,3,3,2191,1,0,2,45770,5.0,11,1,15.0,3,12,11,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2191,34,0,5,3,2192,1,0,1,45530,4.0,18,1,10.0,2,8,7,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2192,31,1,2,2,2193,1,1,2,53960,7.0,17,1,3.0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2193,35,1,1,2,2194,1,0,1,67960,0.0,13,0,5.0,2,4,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2194,38,0,7,3,2195,1,1,2,76250,1.0,15,0,4.0,2,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2195,34,0,10,4,2196,1,1,2,74120,1.0,24,0,14.0,4,14,4,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2196,28,0,2,3,2197,1,1,2,111590,1.0,12,0,5.0,2,5,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2197,31,1,15,2,2198,1,0,2,49600,1.0,15,0,10.0,3,10,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2198,39,0,17,4,2199,1,1,2,104750,3.0,11,1,8.0,3,5,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2199,51,0,20,3,2200,1,0,2,148140,2.0,11,1,14.0,2,4,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2200,41,0,1,3,2201,1,0,4,191410,3.0,12,1,12.0,2,6,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2201,37,0,2,2,2202,1,1,1,54050,7.0,15,0,8.0,3,6,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2202,33,0,2,3,2203,1,1,1,87930,6.0,17,0,8.0,2,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2203,32,0,1,4,2204,1,0,5,191890,0.0,12,1,4.0,3,3,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2204,39,0,29,2,2205,1,0,2,38750,3.0,15,0,13.0,3,6,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2205,25,0,7,4,2206,1,0,1,22160,2.0,13,3,6.0,2,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2206,52,0,2,1,2207,1,0,2,117130,2.0,14,0,24.0,2,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2207,43,0,2,2,2208,1,0,1,78610,1.0,14,2,20.0,1,20,1,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2208,27,0,2,4,2209,1,0,1,37080,1.0,16,2,6.0,2,6,4,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2209,27,1,2,5,2210,1,1,1,137700,1.0,18,1,8.0,3,8,7,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2210,26,0,2,2,2211,1,0,3,53040,0.0,20,1,5.0,2,4,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2211,42,0,23,3,2212,1,1,3,26420,0.0,13,1,21.0,3,20,0,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2212,52,0,5,2,2213,1,1,1,27590,9.0,18,1,12.0,6,5,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2213,37,0,20,5,2214,1,0,2,68040,4.0,13,1,8.0,1,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2214,35,0,6,4,2215,1,1,2,61420,2.0,15,1,10.0,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2215,25,0,1,4,2216,1,0,2,25000,4.0,14,2,7.0,2,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2216,26,0,29,4,2217,1,0,1,63890,0.0,22,0,8.0,2,7,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2217,29,0,9,3,2218,1,0,1,111030,1.0,12,0,10.0,5,10,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2218,49,1,6,5,2219,1,1,2,23420,3.0,18,0,20.0,2,4,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2219,29,1,3,2,2220,1,1,2,68110,0.0,15,1,9.0,2,8,7,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2220,54,0,1,3,2221,1,1,2,22970,6.0,18,2,29.0,2,20,12,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2221,58,0,22,3,2222,1,1,2,24500,3.0,12,1,32.0,2,9,1,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2222,55,0,7,3,2223,1,1,3,50930,2.0,16,1,31.0,3,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2223,36,0,1,3,2224,1,0,2,53090,3.0,13,0,15.0,5,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2224,31,1,4,3,2225,1,0,2,30570,1.0,19,0,1.0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2225,30,0,3,3,2226,1,0,3,51210,7.0,13,0,8.0,4,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2226,31,0,1,3,2227,1,0,1,168560,3.0,12,1,9.0,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2227,34,0,2,1,2228,1,1,5,26860,5.0,11,0,10.0,3,4,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2228,31,1,20,3,2229,1,0,1,61800,1.0,14,1,1.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2229,27,0,11,4,2230,1,0,4,66320,0.0,16,0,6.0,3,5,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2230,36,0,1,3,2231,1,0,2,35050,1.0,12,2,10.0,2,10,1,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2231,36,0,24,3,2232,1,1,3,63970,4.0,14,1,11.0,3,3,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2232,47,0,23,4,2233,1,1,2,62740,7.0,14,2,17.0,0,6,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2233,25,1,16,4,2234,1,0,2,198590,3.0,19,0,6.0,3,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2234,37,0,8,4,2235,1,0,1,75870,0.0,22,1,7.0,5,6,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2235,56,0,10,4,2236,1,0,2,42580,2.0,16,0,5.0,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2236,47,0,3,2,2237,1,0,2,43640,3.0,11,1,26.0,3,20,5,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2237,24,0,5,1,2238,1,0,1,43350,1.0,15,1,5.0,5,5,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2238,32,0,4,3,2239,1,0,1,53260,4.0,14,1,7.0,2,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2239,34,0,9,2,2240,1,0,1,32800,5.0,13,0,7.0,3,5,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2240,41,0,26,3,2241,1,1,3,54850,2.0,17,2,7.0,2,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2241,40,0,3,2,2242,1,0,1,43420,3.0,11,1,11.0,6,8,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2242,31,0,16,3,2243,1,0,2,27820,1.0,19,1,13.0,5,13,9,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2243,46,1,18,1,2244,1,0,1,59800,4.0,11,1,28.0,2,7,4,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2244,39,1,2,4,2245,1,0,2,43810,2.0,15,2,11.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2245,31,1,2,3,2246,1,0,2,25720,1.0,13,3,10.0,3,10,4,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2246,45,0,10,2,2247,1,0,1,38330,2.0,14,0,24.0,1,7,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2247,31,0,16,4,2248,1,0,3,42440,9.0,13,0,8.0,3,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2248,31,1,7,4,2249,1,0,1,65000,6.0,23,1,7.0,5,2,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2249,45,0,1,2,2250,1,1,1,184300,4.0,12,1,10.0,5,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2250,48,0,24,3,2251,1,0,2,16010,4.0,12,0,15.0,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2251,34,1,7,4,2252,1,0,2,26940,1.0,16,1,2.0,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2252,40,0,25,4,2253,1,1,1,31490,2.0,15,1,16.0,1,9,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2253,28,0,1,2,2254,1,1,1,176390,0.0,13,1,6.0,0,5,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2254,44,0,5,3,2255,1,0,1,23190,3.0,18,0,7.0,4,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2255,53,0,2,4,2256,1,0,2,116910,4.0,20,0,35.0,2,9,8,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2256,49,0,7,3,2257,1,0,3,53240,2.0,19,0,20.0,2,3,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2257,40,0,2,4,2258,1,0,3,167520,2.0,18,1,8.0,3,3,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2258,44,0,5,1,2259,1,0,3,52280,1.0,13,0,6.0,2,5,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
