,Age,Attrition,DistanceFromHome,Education,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,average_m_rating,MeanWorkingTime
2514,35,0,8,1,1,3,53460,0.0,14,0,6.0,3,5,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,3.0,4.0,2.5,7.355594531111111
2515,47,0,19,5,1,2,28270,8.0,14,1,28.0,3,22,14,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,2.0,3.0,3.0,10.45919997
2516,40,0,1,4,0,2,199430,2.0,13,1,15.0,3,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,1.0,3.0,3.0,7.5717824875
2517,54,0,27,4,0,1,31310,4.0,14,0,14.0,3,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.0,4.0,2.0,2.5,7.344984155555555
2518,31,0,8,4,1,3,25520,2.0,18,0,9.0,2,3,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.0,1.0,3.0,3.0,7.721620808333333
2519,28,0,1,2,0,3,44770,1.0,15,0,3.0,6,3,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.0,1.0,3.0,3.0,7.367527459444444
2520,38,0,19,3,1,2,64740,2.0,13,2,20.0,3,4,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,4.0,2.0,2.0,9.519101595
2521,26,0,8,3,1,1,30330,1.0,12,0,5.0,2,5,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,4.0,3.0,2.5,6.1336757875
2522,58,0,10,4,1,1,29360,2.0,13,1,23.0,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0,3.0,3.0,3.0,9.391708816388888
2523,18,0,2,3,0,3,186060,1.0,24,2,0.0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0,3.0,1.0,3.5,7.698465820277778
2524,31,1,2,3,0,3,21680,0.0,14,1,2.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,1.0,3.0,3.0,6.024054217222223
2525,29,1,8,2,0,1,28530,4.0,14,1,4.0,5,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0,3.0,2.5,8.784993270555555
2526,45,0,1,4,0,1,170480,4.0,15,0,10.0,3,8,5,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,3.0,4.0,2.5,7.509250505
2527,36,0,2,3,1,5,22900,4.0,11,0,15.0,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.0,3.0,3.0,10.779637685
2528,43,0,8,3,0,1,36000,1.0,23,0,7.0,2,7,7,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.0,4.0,3.0,3.5,7.36576074
2529,27,0,8,4,0,5,21070,0.0,13,0,6.0,2,5,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.0,4.0,2.0,3.0,10.1530076625
2530,29,0,6,2,0,1,41150,1.0,11,0,11.0,1,11,3,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,3.0,7.821227231111111
2531,32,0,9,4,0,4,43270,8.0,13,0,4.0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0,4.0,4.0,3.0,7.104891554444444
2532,42,0,11,3,0,1,178560,3.0,18,0,10.0,2,6,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,3.0,2.0,3.0,6.501434320277777
2533,47,0,2,2,1,5,31960,4.0,14,1,7.0,3,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2.0,3.0,3.0,2.5,6.2016663725
2534,46,0,1,3,1,1,190810,3.0,21,0,12.0,2,9,4,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,4.0,2.0,3.5,7.132199046111111
2535,28,0,7,3,0,1,89660,1.0,16,1,3.0,3,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0,4.0,3.0,2.5,8.00064503
2536,29,0,16,3,1,1,22100,8.0,11,1,11.0,4,7,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,3.0,3.0,3.0,8.196439963055555
2537,42,0,2,4,1,2,45390,4.0,17,1,8.0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4.0,3.0,3.0,3.0,6.974847305277778
2538,32,1,1,1,0,2,27410,7.0,11,0,7.0,3,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,2.0,2.0,3.0,10.352713487222225
2539,46,0,23,1,0,2,34910,2.0,14,0,25.0,0,19,2,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,3.0,3.0,7.919153464722222
2540,27,0,2,3,1,5,45410,1.0,14,2,9.0,4,9,5,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.0,3.0,3.0,3.5,7.070710338333334
2541,29,0,1,2,0,3,26780,1.0,25,1,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,2.0,3.0,3.5,7.968695392222222
2542,43,0,1,3,0,1,73790,7.0,13,2,21.0,3,16,6,14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,3.0,3.0,2.5,6.273782800277778
2543,48,0,2,3,1,2,62720,4.0,14,0,29.0,3,22,12,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,2.0,3.0,2.5,6.220282837222222
2544,29,1,13,2,1,1,52200,1.0,17,0,1.0,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,2.5,8.563842080833334
2545,46,1,4,4,1,2,27430,5.0,25,1,14.0,1,8,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,2.0,3.0,4.0,7.8238249613888895
2546,27,0,16,4,0,3,49980,0.0,20,2,8.0,3,7,7,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,1.0,2.0,3.5,7.6913668869444445
2547,39,0,2,3,0,3,102520,8.0,13,1,7.0,3,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0,4.0,3.0,3.0,6.239128634166667
2548,55,0,2,3,1,1,27810,8.0,13,1,19.0,2,5,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,4.0,4.0,3.0,6.521949492222222
2549,28,0,29,2,0,2,68520,1.0,18,1,1.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,2.0,3.0,3.5,7.081075918333334
2550,30,1,12,4,1,2,49500,1.0,12,2,1.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.0,4.0,2.0,3.0,7.508604652777778
2551,22,1,16,2,1,2,35790,1.0,19,3,1.0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,2.0,3.0,3.0,10.187543146944444
2552,36,0,11,3,0,1,131910,1.0,14,1,10.0,2,10,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,3.0,3.0,2.5,9.323921319722222
2553,31,0,2,4,1,5,103770,1.0,14,0,10.0,2,10,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,3.0,3.0,3.0,7.514661303888889
2554,34,0,14,2,1,1,22350,2.0,14,1,9.0,2,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.0,4.0,3.0,3.0,8.061454047222222
2555,29,0,5,5,1,1,105020,3.0,12,0,11.0,4,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.0,1.0,3.0,2.5,7.112659758333334
2556,37,0,7,2,0,1,20110,5.0,13,0,16.0,4,5,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,1.0,3.0,3.5,8.1903909475
2557,35,0,2,1,0,2,18590,0.0,25,1,4.0,2,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.0,3.0,3.0,10.490654416388889
2558,45,0,3,3,1,2,37600,0.0,14,1,10.0,2,9,3,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,4.0,2.0,2.5,7.080674733611111
2559,36,0,5,3,1,4,177790,1.0,17,1,10.0,5,10,0,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,4.0,2.0,2.0,6.519238108333333
2560,40,0,3,3,0,1,68330,2.0,13,0,22.0,3,19,11,16,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,1.0,3.0,3.0,7.305148589444444
2561,26,0,26,2,0,2,68120,1.0,13,0,1.0,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,3.0,2.0,2.5,9.102417524722222
2562,27,0,4,3,0,2,51710,0.0,20,1,9.0,1,8,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,3.0,2.0,3.0,7.306854845
2563,48,0,2,3,0,2,197400,3.0,14,0,24.0,2,22,4,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,4.0,3.0,3.5,7.071237689166667
2564,44,0,1,2,0,4,187110,2.0,12,1,10.0,0,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2.0,1.0,3.0,3.0,7.352209803333333
2565,34,1,27,2,1,1,36920,1.0,12,1,5.0,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4.0,1.0,3.0,3.0,10.206959136388887
2566,56,1,1,2,1,5,25590,1.0,21,0,5.0,3,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,4.0,3.0,3.5,7.004649860555555
2567,36,0,13,3,1,3,25170,2.0,14,0,12.0,3,4,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,2.0,1.0,3.0,7.165255265277778
2568,41,0,5,3,1,1,66230,5.0,18,0,14.0,3,5,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.7236031927023947,2.0,3.0,3.0,6.664054018611111
2569,42,0,7,3,1,2,182650,9.0,12,1,18.0,4,13,5,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,1.0,4.0,3.0,7.257385515
2570,31,0,9,4,1,1,161240,2.0,23,1,8.0,2,5,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0,4.0,3.0,3.0,8.630690901666666
2571,34,0,8,1,1,3,25850,3.0,12,0,9.0,5,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,4.0,2.0,3.0,8.988862125
2572,31,0,25,2,1,3,182130,8.0,21,2,4.0,3,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,3.0,2.0,4.0,7.022665382222223
2573,26,0,16,2,0,2,83800,0.0,14,0,8.0,3,7,7,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3.0,4.0,3.0,3.5,6.0499103383333335
2574,45,0,8,4,1,2,29940,4.0,18,1,12.0,2,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,3.0,3.0,3.0,7.934383075
2575,33,0,1,3,1,5,12230,1.0,13,1,10.0,3,10,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.0,3.0,2.0,3.0,6.717305320277778
2576,28,0,8,3,0,4,11180,1.0,11,0,7.0,3,7,0,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,4.0,3.0,3.0,10.364753765
2577,29,1,2,4,0,2,28750,1.0,11,0,1.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0,1.0,3.0,3.0,6.959677285555555
2578,39,0,8,5,1,2,188240,6.0,19,1,10.0,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0,3.0,3.0,3.0,6.244736188333333
2579,27,0,3,2,0,2,135770,1.0,12,1,6.0,2,5,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2.0,2.0,2.0,3.0,7.349820424166666
2580,34,0,9,4,1,2,26250,1.0,12,3,16.0,4,15,6,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,4.0,3.0,3.0,8.795939965555556
2581,28,1,25,3,0,1,187890,3.0,16,1,6.0,4,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,3.0,3.0,3.0,9.94300314388889
2582,47,0,1,4,0,1,45380,8.0,11,0,16.0,3,8,1,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.0,4.0,3.0,5.861296561944445
2583,56,0,4,3,1,2,198470,4.0,14,0,6.0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,1.0,2.761436413540713,3.0,7.8335964222222225
2584,39,0,1,3,1,1,105120,1.0,12,1,10.0,2,10,7,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1.0,3.0,3.0,6.9421753413888885
2585,38,0,4,2,1,1,44440,1.0,13,0,20.0,2,20,0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0,2.0,3.0,3.0,10.538737158055556
2586,58,0,5,3,0,5,21540,4.0,21,1,29.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4.0,4.0,2.0,3.5,9.887078669166666
2587,32,1,9,3,0,2,191900,3.0,17,1,8.0,2,4,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,3.0,3.0,3.0,10.066831261388888
2588,38,0,3,4,1,1,44900,2.0,21,1,10.0,1,5,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,4.0,4.0,3.5,7.532900885277778
2589,49,0,11,4,0,2,35060,3.0,11,1,28.0,4,5,4,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.0,4.0,3.0,2.5,6.26791566
2590,42,0,1,3,1,1,23720,3.0,12,1,14.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2.0,4.0,3.0,3.0,8.7816780675
2591,27,1,8,1,0,4,102310,1.0,13,1,1.0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,2.0,3.0,3.0,6.8815941616666665
2592,35,0,25,1,0,1,54100,0.0,18,0,6.0,4,5,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,1.0,1.0,3.0,6.8636156363888885
2593,28,0,21,1,0,3,79780,1.0,16,2,5.0,2,5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,3.0,2.0,3.0,6.57753700388889
2594,31,0,23,1,0,1,38670,1.0,11,1,4.0,4,4,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0,1.0,4.0,3.5,9.508159640555556
2595,36,0,1,3,0,2,28380,1.0,19,2,5.0,5,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,2.0,3.0,2.0,7.092098657777777
2596,34,0,2,3,0,4,46950,1.0,16,1,14.0,2,14,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,4.0,2.0,3.0,6.365774784444445
2597,34,0,19,3,1,1,33390,1.0,16,0,9.0,2,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,3.0,2.0,2.5,7.292580098055556
2598,26,0,2,2,0,2,20800,0.0,13,0,8.0,6,7,7,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,1.0,2.0,3.5,6.712444055000001
2599,29,0,2,4,0,2,20960,0.0,22,0,6.0,2,5,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1.0,2.0,4.0,7.527201691388889
2600,32,0,3,1,0,3,62090,5.0,17,1,9.0,5,5,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,4.0,3.0,3.5,6.70529319
2601,31,0,25,5,1,2,180610,1.0,14,1,10.0,2,10,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1.0,3.0,3.0,7.096061036944445
2602,28,1,7,5,1,2,171230,5.0,15,1,6.0,2,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.0,4.0,2.0,2.5,6.387988010833333
2603,38,0,9,2,0,3,23720,4.0,12,0,20.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,1.0,2.0,2.5,7.034830321666667
2604,35,0,5,3,0,2,48830,1.0,18,1,10.0,1,10,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,4.0,3.0,2.0,8.749953074722223
2605,27,0,2,3,1,1,39040,1.0,15,0,7.0,2,7,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,3.0,7.751003417500001
2606,32,0,8,1,1,2,46270,8.0,17,1,8.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,4.0,3.0,2.5,7.184739888055556
2607,31,1,2,1,0,3,70940,1.0,14,1,10.0,2,10,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,4.0,3.0,3.0,9.912570556111111
2608,53,1,18,3,0,1,34230,6.0,15,1,15.0,4,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,2.0,3.0,10.774921993333331
2609,54,0,14,3,0,3,66740,3.0,17,1,9.0,2,4,2,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,3.0,2.0,3.0,7.932088232222222
2610,33,0,2,4,1,4,168800,1.0,14,3,9.0,2,9,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,3.0,3.0,3.0,7.988423078333333
2611,43,0,3,3,0,1,90940,1.0,12,1,10.0,0,10,0,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,3.0,3.0,3.0,7.780125506666667
2612,38,0,2,5,1,4,84460,0.0,14,0,7.0,3,6,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,2.0,3.0,2.5,8.13447799388889
2613,55,0,9,3,0,2,119160,4.0,15,1,35.0,3,10,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.0,2.0,3.0,2.5,8.366856755277778
2614,31,0,6,3,0,1,45340,1.0,13,0,1.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,4.0,3.0,3.0,10.48528499638889
2615,39,0,4,3,0,2,98520,0.0,12,1,21.0,5,20,11,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,1.0,3.0,2.5,6.127488878888889
2616,42,0,10,4,1,2,61510,1.0,13,1,20.0,3,20,3,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,3.0,3.0,3.0,6.427985586388889
2617,31,0,14,2,0,2,23020,4.0,14,0,13.0,3,11,4,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,3.0,4.0,3.0,6.174360731944445
2618,54,0,1,3,1,2,23620,6.0,13,1,9.0,2,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.0,1.0,3.0,3.5,10.191488271388888
2619,24,0,5,4,0,1,178610,1.0,11,2,4.0,5,4,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,3.0,2.0,2.0,7.150729181666667
2620,23,0,7,3,0,2,191870,1.0,11,1,5.0,2,5,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,4.0,4.0,3.0,6.793002668055555
2621,40,0,21,3,1,3,197170,1.0,21,0,10.0,1,10,9,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,3.0,4.0,3.0,7.584138963055556
2622,40,0,8,1,1,5,35440,3.0,18,3,15.0,3,11,5,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,2.0,3.0,2.5,7.061851411666667
2623,25,0,20,5,1,2,85000,4.0,12,0,6.0,2,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.0,2.0,3.0,3.0,6.0031293
2624,30,0,20,4,0,2,46610,1.0,11,0,12.0,3,12,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,2.0,2.0,2.5,6.3028504225
2625,25,0,7,2,0,5,41030,6.0,15,1,7.0,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,3.0,2.0,3.0,10.139525620277778
2626,47,0,1,4,0,2,42490,2.0,13,1,25.0,2,17,12,11,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,3.0,3.0,2.5,7.920779056666666
2627,33,0,1,3,0,2,140260,1.0,12,0,1.0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,3.0,2.0,3.0,6.197465811111111
2628,38,0,19,3,1,2,68930,0.0,17,0,16.0,3,15,5,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,2.0,3.0,3.0,7.913353912222222
2629,31,0,10,4,1,3,61250,0.0,13,1,3.0,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,3.0,3.0,3.0,7.413245687222223
2630,38,0,1,4,0,2,36690,2.0,19,0,10.0,2,8,7,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,3.0,3.0,3.0,6.8416215113888885
2631,42,0,6,3,0,2,100080,6.0,19,1,9.0,3,4,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,1.0,2.0,2.0,9.51438772722222
2632,41,0,2,2,0,1,23870,3.0,17,1,12.0,1,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,3.0,2.0,7.603189583055556
2633,47,0,21,2,0,1,46390,0.0,11,1,14.0,2,13,5,12,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,2.0,1.0,2.5,7.155067179166667
2634,35,0,4,3,0,2,78980,7.0,15,0,5.0,2,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,3.0,3.0,2.5,10.640842368055557
2635,22,0,12,1,0,2,25340,0.0,11,0,4.0,1,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.0,3.0,4.0,3.0,6.493768585277778
2636,35,0,9,3,1,2,131420,1.0,25,2,10.0,4,10,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,3.0,3.0,3.5,7.971592056388889
2637,33,0,3,4,0,3,16110,0.0,14,0,10.0,2,9,8,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2.0,4.0,3.0,2.5,8.885839726111112
2638,32,0,3,2,0,3,53630,1.0,13,0,6.0,4,6,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,2.0,3.0,3.0,7.016746526111112
2639,40,0,1,4,0,2,50710,8.0,17,1,8.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,4.0,2.0,2.5,6.243461727222223
2640,32,0,1,2,0,3,136950,0.0,13,0,3.0,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,2.0,3.0,3.0,6.121476946944444
2641,39,0,4,4,0,1,134020,7.0,14,1,18.0,1,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,4.0,3.0,3.0,8.155218973333334
2642,38,0,20,4,1,2,20290,3.0,11,1,20.0,3,18,1,11,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.0,3.0,3.0,2.5,7.958497438055556
2643,32,0,18,3,0,2,63770,1.0,12,2,14.0,3,14,5,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,4.0,3.0,3.0,8.040409737222221
2644,37,0,1,3,1,4,54290,1.0,17,1,16.0,3,16,6,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,4.0,3.0,3.0,9.42997805027778
2645,25,0,2,4,1,2,27850,0.0,21,0,6.0,2,5,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,3.0,2.0,3.5,7.793959798055555
2646,52,0,2,4,0,1,46140,2.0,16,1,16.0,3,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,4.0,2.0,3.0,6.7763431975
2647,44,0,8,1,1,1,26100,6.0,15,0,6.0,2,4,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0,4.0,3.0,3.0,10.556151621111113
2648,21,0,10,5,0,3,66870,1.0,19,3,2.0,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.0,1.0,3.0,3.0,8.066109686666666
2649,39,0,3,4,1,2,47240,2.0,12,1,21.0,4,6,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,4.0,2.0,3.5,6.242973206111111
2650,23,1,2,4,1,2,61790,1.0,11,0,1.0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,1.0,2.0,3.0,8.402755528055556
2651,36,0,24,3,1,2,61200,0.0,19,0,10.0,2,9,3,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,4.0,3.0,3.0,7.748165008333333
2652,36,0,16,1,0,2,105960,7.0,15,0,18.0,3,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,2.0,3.0,2.5,7.8443931
